[3.4] 昔涟 | 哎呀别上当了 | 00:00:00,340 --> 00:00:02,820
[3.5] 昔涟 | 是谁改变了历史 | 00:12:17,480 --> 00:12:19,480
[3.5] 昔涟 | 人家也希望是这样 | 00:12:19,480 --> 00:12:21,650
[3.5] 昔涟 | 只是现在还不能排除其他可能 | 00:12:21,650 --> 00:12:25,310
[3.5] 昔涟 | 岁月的流向变得好奇怪 | 00:12:25,310 --> 00:12:28,099
[3.5] 昔涟 | 无论是谁带来的影响 | 00:12:28,499 --> 00:12:30,519
[3.5] 昔涟 | 那位凯撒都是有备而来 | 00:12:30,519 --> 00:12:32,619
[3.5] 昔涟 | 反倒是我们陷入被动的呢 | 00:12:33,859 --> 00:12:36,299
[3.5] 昔涟 | 现在不妨将计就计 | 00:12:39,080 --> 00:12:40,940
[3.5] 昔涟 | 先跟着他们回圣城吧 | 00:12:40,940 --> 00:12:43,360
[3.5] 昔涟 | 因为你的特殊性 | 00:12:44,900 --> 00:12:46,520
[3.5] 昔涟 | 我们成了凯撒的贵宾 | 00:12:46,520 --> 00:12:48,320
[3.5] 昔涟 | 这是好事 | 00:12:48,320 --> 00:12:49,680
[3.5] 昔涟 | 奥赫马人肯定会对你尊敬有加 | 00:12:49,680 --> 00:12:52,840
[3.5] 昔涟 | 只要好好运用这层身份 | 00:12:53,120 --> 00:12:55,200
[3.5] 昔涟 | 再加入一点你的经验和人格魅力 | 00:12:55,200 --> 00:12:58,960
[3.5] 昔涟 | 不会比上一次更难对吧 | 00:13:00,560 --> 00:13:02,860
[3.5] 昔涟 | 弄清楚这个轮回发生了什么 | 00:13:03,860 --> 00:13:06,000
[3.5] 昔涟 | 我们一定能反客为主 | 00:13:06,000 --> 00:13:07,920
[3.5] 昔涟 | 取回主导权 | 00:13:07,920 --> 00:13:09,500
[3.5] 昔涟 | 原来关键在我吗 | 00:13:10,590 --> 00:13:11,950
[3.5] 昔涟 | 既然你都这么说了 | 00:13:13,310 --> 00:13:14,930
[3.5] 昔涟 | 那人家必须全力以赴了 | 00:13:14,930 --> 00:13:16,990
[3.5] 昔涟 | 救世之旅始于足下 | 00:13:16,990 --> 00:13:19,655
[3.5] 昔涟 | 我们出发吧 | 00:13:20,570 --> 00:13:21,690
[3.5] 昔涟 | 伙伴看人家没说错吧 | 00:13:21,690 --> 00:13:25,220
[3.5] 昔涟 | 这么大的阵仗都是为了欢迎你呢 | 00:13:25,220 --> 00:13:28,400
[3.5] 昔涟 | 恕我冒昧 | 00:13:28,400 --> 00:13:29,680
[3.5] 昔涟 | 但各位对我们还有天外了解到什么程度呢 | 00:13:29,680 --> 00:13:34,410
[3.5] 昔涟 | 果然不会那么顺利 | 00:13:34,410 --> 00:13:36,190
[3.5] 昔涟 | 凯撒治下的奥赫玛完全走出了战火的阴影呢 | 00:13:36,190 --> 00:13:40,970
[3.5] 昔涟 | 海瑟因小姐真不愧是骑士统领 | 00:13:40,970 --> 00:13:44,090
[3.5] 昔涟 | 克绿德拉一定是这么想的 | 00:13:44,090 --> 00:13:46,430
[3.5] 昔涟 | 但对我们来说就不太方便了 | 00:13:46,430 --> 00:13:49,370
[3.5] 昔涟 | 没关系 | 00:13:49,370 --> 00:13:50,470
[3.5] 昔涟 | 终于等到自由行动环节了 | 00:13:50,470 --> 00:13:53,210
[3.5] 昔涟 | 距离同盟会议还有段时间 | 00:13:53,410 --> 00:13:55,670
[3.5] 昔涟 | 我们可要开始行动了 | 00:13:55,670 --> 00:13:57,970
[3.5] 昔涟 | 看那边虽然不是你熟知的他们 | 00:13:58,290 --> 00:14:02,530
[3.5] 昔涟 | 但要相信每一个轮回的英雄们都始终如一 | 00:14:04,260 --> 00:14:09,360
[3.5] 昔涟 | 从未变过呀 | 00:14:09,360 --> 00:14:10,800
[3.5] 昔涟 | 这位东凌绝好像没那么向着凯撒 | 00:14:10,800 --> 00:14:13,720
[3.5] 昔涟 | 又身居高位 | 00:14:13,720 --> 00:14:15,750
[3.5] 昔涟 | 旁边的段风绝语言系统也有些特别 | 00:14:16,310 --> 00:14:21,030
[3.5] 昔涟 | 让人家套点话试试看吧 | 00:14:21,820 --> 00:14:23,980
[3.5] 昔涟 | 嗯嗯我是艾力密歇的希林 | 00:14:23,980 --> 00:14:27,890
[3.5] 昔涟 | 这位是天外的救世主 | 00:14:27,890 --> 00:14:29,570
[3.5] 昔涟 | 我们初来乍到 | 00:14:30,650 --> 00:14:31,770
[3.5] 昔涟 | 人生地不熟 | 00:14:31,770 --> 00:14:33,050
[3.5] 昔涟 | 想向您请教一件事 | 00:14:33,050 --> 00:14:35,194
[3.5] 昔涟 | 这城中是否还有像他一样来自天外的客人 | 00:14:36,030 --> 00:14:40,080
[3.5] 昔涟 | 那是我们的挚友 | 00:14:40,080 --> 00:14:41,740
[3.5] 昔涟 | 此行前来对天外了如指掌 | 00:14:41,740 --> 00:14:45,380
[3.5] 昔涟 | 难道是啊 | 00:14:48,520 --> 00:14:50,540
[3.5] 昔涟 | 他们好像要打起来了 | 00:14:50,540 --> 00:14:52,340
[3.5] 昔涟 | 我们快走 | 00:14:52,340 --> 00:14:53,240
[3.5] 昔涟 | 我是艾利密歇的希林 | 00:14:53,240 --> 00:14:55,200
[3.5] 昔涟 | 这位是救世主 | 00:14:55,200 --> 00:14:56,780
[3.5] 昔涟 | 很高兴认识二位 | 00:14:56,780 --> 00:14:58,600
[3.5] 昔涟 | 这是我们第一次踏上凯撒治下的土地 | 00:14:58,600 --> 00:15:01,819
[3.5] 昔涟 | 好惊人 | 00:15:01,819 --> 00:15:03,199
[3.5] 昔涟 | 奥赫玛比想象中还要宏伟好多 | 00:15:03,199 --> 00:15:06,019
[3.5] 昔涟 | 要是没有各位一路关照 | 00:15:06,019 --> 00:15:08,159
[3.5] 昔涟 | 我们恐怕早就晕头转向了 | 00:15:08,159 --> 00:15:10,399
[3.5] 昔涟 | 那如果这个轮回的元老们 | 00:15:11,134 --> 00:15:14,290
[3.5] 昔涟 | 竟然看来先前被处以极刑的祭司不是歌利亚 | 00:15:14,290 --> 00:15:19,470
[3.5] 昔涟 | 见证过烛火的未来 | 00:15:19,470 --> 00:15:21,860
[3.5] 昔涟 | 这也是神谕的内容吗 | 00:15:22,180 --> 00:15:24,660
[3.5] 昔涟 | 这还真是令人吃惊 | 00:15:24,660 --> 00:15:27,260
[3.5] 昔涟 | 这个轮回的元老们 | 00:15:27,260 --> 00:15:28,780
[3.5] 昔涟 | 竟然看来先前被处以极刑的祭司不是歌利亚 | 00:15:28,780 --> 00:15:33,850
[3.5] 昔涟 | 同盟会议 | 00:15:33,850 --> 00:15:35,950
[3.5] 昔涟 | 感觉有些紧张起来了呢 | 00:15:37,180 --> 00:15:39,740
[3.5] 昔涟 | 既然是克律德拉主持的会议 | 00:15:40,180 --> 00:15:42,520
[3.5] 昔涟 | 想必是个了解律法动向和当今时代的好机会 | 00:15:42,520 --> 00:15:46,650
[3.5] 昔涟 | 我们可都要竖起耳朵好好听哦 | 00:15:46,650 --> 00:15:49,390
[3.5] 昔涟 | 气氛还真是凝重啊 | 00:15:49,390 --> 00:15:51,550
[3.5] 昔涟 | 记得史书上说 | 00:15:51,550 --> 00:15:53,690
[3.5] 昔涟 | 凯撒当年是靠着三门火炮瞄准黎明云崖 | 00:15:53,690 --> 00:15:57,570
[3.5] 昔涟 | 让所有城邦代表乖乖听话的 | 00:15:57,570 --> 00:16:00,290
[3.5] 昔涟 | 不知在这个轮回 | 00:16:00,290 --> 00:16:02,560
[3.5] 昔涟 | 历史会不会重演呢 | 00:16:02,560 --> 00:16:04,500
[3.5] 昔涟 | 场面变得焦灼起来了呀 | 00:16:04,500 --> 00:16:07,110
[3.5] 昔涟 | 律法的火种果然在他手里 | 00:16:07,110 --> 00:16:10,010
[3.5] 昔涟 | 每天要和这么多人打交道 | 00:16:10,010 --> 00:16:12,540
[3.5] 昔涟 | 凯撒大人真是辛苦呀 | 00:16:12,860 --> 00:16:14,860
[3.5] 昔涟 | 和泰坦的战争也算是牺牲的一部分吗 | 00:16:14,860 --> 00:16:18,440
[3.5] 昔涟 | 正是诚如神谕所示 | 00:16:18,440 --> 00:16:21,440
[3.5] 昔涟 | 他是来自天外的救世主 | 00:16:21,440 --> 00:16:23,660
[3.5] 昔涟 | 不仅如此 | 00:16:23,660 --> 00:16:25,020
[3.5] 昔涟 | 他还有可靠的盟友 | 00:16:25,020 --> 00:16:27,310
[3.5] 昔涟 | 如果能让他们介入翁法罗斯的律法 | 00:16:27,630 --> 00:16:30,470
[3.5] 昔涟 | 就有机会改变未来的命运 | 00:16:30,470 --> 00:16:32,849
[3.5] 昔涟 | 扭转这个世界注定的结局 | 00:16:32,849 --> 00:16:35,329
[3.5] 昔涟 | 您的意思是 | 00:16:35,329 --> 00:16:36,709
[3.5] 昔涟 | 所以您答应与我们合作了 | 00:16:36,709 --> 00:16:39,880
[3.5] 昔涟 | 这是那位凯撒 | 00:16:39,880 --> 00:16:42,400
[3.5] 昔涟 | 真是咄咄逼人 | 00:16:42,400 --> 00:16:44,020
[3.5] 昔涟 | 完全不给我们提问的机会 | 00:16:44,020 --> 00:16:47,120
[3.5] 昔涟 | 而且他显然有所隐瞒呢 | 00:16:49,340 --> 00:16:52,460
[3.5] 昔涟 | 你怎么看 | 00:16:52,460 --> 00:16:53,740
[3.5] 昔涟 | 果然你也是这么想的 | 00:16:53,740 --> 00:16:56,780
[3.5] 昔涟 | 奥赫马的气氛好陌生 | 00:16:58,160 --> 00:17:01,850
[3.5] 昔涟 | 不光烛火同盟 | 00:17:02,370 --> 00:17:04,030
[3.5] 昔涟 | 全城上下都在议论天外世界 | 00:17:04,030 --> 00:17:07,450
[3.5] 昔涟 | 我们也该和天外的朋友讨论下目前的收获了 | 00:17:11,599 --> 00:17:15,979
[3.5] 昔涟 | 接下来嗯 | 00:17:15,979 --> 00:17:18,099
[3.5] 昔涟 | 接下来就该去享受圣城声名远扬的沐浴文化 | 00:17:21,620 --> 00:17:25,840
[3.5] 昔涟 | 好好放松一下啦 | 00:17:25,840 --> 00:17:28,110
[3.5] 昔涟 | 这一路上人家最期待的就是这个了 | 00:17:28,110 --> 00:17:31,810
[3.5] 昔涟 | 劳逸结合可是很重要的 | 00:17:31,810 --> 00:17:34,810
[3.5] 昔涟 | 看大家都是这么想的对吧 | 00:17:34,810 --> 00:17:37,670
[3.5] 昔涟 | 真是一刻都不能放下戒备呀 | 00:17:37,670 --> 00:17:40,610
[3.5] 昔涟 | 借着泡澡的名义 | 00:17:40,890 --> 00:17:42,470
[3.5] 昔涟 | 我们去找个合适的小角落 | 00:17:42,470 --> 00:17:44,570
[3.5] 昔涟 | 把目前的进展告诉黑塔和罗斯姑母阁下 | 00:17:44,570 --> 00:17:48,650
[3.5] 昔涟 | 顺便还可以在探探城中虚实会议 | 00:17:49,170 --> 00:17:52,930
[3.5] 昔涟 | 结果刚传开 | 00:17:52,930 --> 00:17:54,130
[3.5] 昔涟 | 人们一定议论纷纷 | 00:17:54,130 --> 00:17:56,240
[3.5] 昔涟 | 这就叫一石三鸟 | 00:17:56,240 --> 00:17:58,160
[3.5] 昔涟 | 出发吧 | 00:17:58,160 --> 00:17:59,200
[3.5] 昔涟 | 哎呀这么多人 | 00:17:59,200 --> 00:18:01,280
[3.5] 昔涟 | 不愧是圣城 | 00:18:01,280 --> 00:18:02,640
[3.5] 昔涟 | 好热闹呀 | 00:18:02,640 --> 00:18:03,840
[3.5] 昔涟 | 气氛有些紧张呢 | 00:18:03,840 --> 00:18:05,870
[3.5] 昔涟 | 城里满是流言 | 00:18:05,870 --> 00:18:07,550
[3.5] 昔涟 | 您一定很困扰吧 | 00:18:07,550 --> 00:18:09,190
[3.5] 昔涟 | 请问这位神里官是哦 | 00:18:09,190 --> 00:18:13,240
[3.5] 昔涟 | 人家都没开口试探呢 | 00:18:16,950 --> 00:18:18,590
[3.5] 昔涟 | 五大三粗的段风绝还真是什么都瞒不住 | 00:18:19,750 --> 00:18:23,950
[3.5] 昔涟 | 神里官真是不妙的名字呀 | 00:18:24,610 --> 00:18:28,850
[3.5] 昔涟 | 呀不好 | 00:18:29,520 --> 00:18:30,860
[3.5] 昔涟 | 他一直盯着我们看呢 | 00:18:30,860 --> 00:18:32,780
[3.5] 昔涟 | 先去别的地方吧 | 00:18:32,780 --> 00:18:34,880
[3.5] 昔涟 | 不知克吕德拉对我们隐瞒了多少 | 00:18:35,660 --> 00:18:37,900
[3.5] 昔涟 | 最坏的情况 | 00:18:38,900 --> 00:18:40,900
[3.5] 昔涟 | 我们要面对的敌人恐怕不止一位呢 | 00:18:41,429 --> 00:18:44,869
[3.5] 昔涟 | 东凌绝似乎话里有话呀 | 00:18:44,869 --> 00:18:48,710
[3.5] 昔涟 | 不过凯撒居然会对质疑天外之界的人下杀手吗 | 00:18:48,710 --> 00:18:54,240
[3.5] 昔涟 | 这一点也和我们熟悉的奥赫玛截然相反 | 00:18:54,600 --> 00:18:57,780
[3.5] 昔涟 | 诶 | 00:18:57,780 --> 00:18:58,540
[3.5] 昔涟 | 这两位是很高兴再见到你们 | 00:18:58,540 --> 00:19:02,669
[3.5] 昔涟 | 叶师觉迎风绝两位还真是形影不离呢 | 00:19:02,669 --> 00:19:06,990
[3.5] 昔涟 | 总觉得你是不是为了关注度悄悄添油加醋了 | 00:19:06,990 --> 00:19:11,750
[3.5] 昔涟 | 凯撒的刀锋是在说海瑟因小姐吧 | 00:19:11,750 --> 00:19:15,440
[3.5] 昔涟 | 夜时觉阁下的话里似乎有些不安的情绪 | 00:19:15,440 --> 00:19:20,080
[3.5] 昔涟 | 看来凯撒和海瑟因小姐的关系 | 00:19:20,650 --> 00:19:24,130
[3.5] 昔涟 | 要远比其他人密切呀 | 00:19:24,130 --> 00:19:26,210
[3.5] 昔涟 | 唉不管哪里都耳目众多 | 00:19:26,210 --> 00:19:29,090
[3.5] 昔涟 | 就没有人少一点的地方吗 | 00:19:29,090 --> 00:19:31,170
[3.5] 昔涟 | 啊要想深入了解凯撒的秘密 | 00:19:31,170 --> 00:19:35,079
[3.5] 昔涟 | 必须得过海瑟依小姐这关呢 | 00:19:35,079 --> 00:19:38,299
[3.5] 昔涟 | 这里原本是你的私人浴光 | 00:19:38,790 --> 00:19:41,650
[3.5] 昔涟 | 正适合避人耳目 | 00:19:41,650 --> 00:19:43,600
[3.5] 昔涟 | 不知现在有没有人使用啊 | 00:19:43,600 --> 00:19:45,720
[3.5] 昔涟 | 这味道是等等 | 00:19:47,880 --> 00:19:51,680
[3.5] 昔涟 | 先别进去 | 00:19:51,680 --> 00:19:52,880
[3.5] 昔涟 | 小小海兔 | 00:19:52,880 --> 00:19:55,110
[3.5] 昔涟 | 抱歉抱歉 | 00:19:55,110 --> 00:19:56,490
[3.5] 昔涟 | 我们不是有意打扰您沐浴 | 00:19:56,490 --> 00:19:58,690
[3.5] 昔涟 | 我们这就离开 | 00:19:58,690 --> 00:20:00,170
[3.5] 昔涟 | 原来如此 | 00:20:00,170 --> 00:20:01,990
[3.5] 昔涟 | 难怪还没进门时 | 00:20:02,430 --> 00:20:04,150
[3.5] 昔涟 | 空气中就隐隐有股铁锈的味道 | 00:20:04,150 --> 00:20:07,240
[3.5] 昔涟 | 为什么 | 00:20:07,560 --> 00:20:08,900
[3.5] 昔涟 | 因为拉东人不愿为主火贡献军力 | 00:20:08,900 --> 00:20:12,200
[3.5] 昔涟 | 还是单单因为他们冒犯了凯撒 | 00:20:12,200 --> 00:20:15,950
[3.5] 昔涟 | 可是海瑟因小姐 | 00:20:15,950 --> 00:20:18,190
[3.5] 昔涟 | 我甚至没法从您的话里听出半点自由的喜悦 | 00:20:19,510 --> 00:20:24,169
[3.5] 昔涟 | 您是想说 | 00:20:24,169 --> 00:20:25,780
[3.5] 昔涟 | 最极致的自由对生命而言反而最残忍吗 | 00:20:25,780 --> 00:20:30,700
[3.5] 昔涟 | 哎一瞬间就整装待发了 | 00:20:30,700 --> 00:20:34,400
[3.5] 昔涟 | 海瑟因小姐真是深不可测 | 00:20:35,280 --> 00:20:39,020
[3.5] 昔涟 | 天外世界是这样描述友情的吗 | 00:20:39,380 --> 00:20:42,080
[3.5] 昔涟 | 还真是新奇呢 | 00:20:42,080 --> 00:20:43,860
[3.5] 昔涟 | 说起来两位刚才提到了宴会 | 00:20:43,860 --> 00:20:46,930
[3.5] 昔涟 | 可否烦请展开讲讲呢 | 00:20:46,930 --> 00:20:48,870
[3.5] 昔涟 | 阿格莱雅的眼睛啊 | 00:20:48,870 --> 00:20:50,870
[3.5] 昔涟 | 未来的你依旧是这世上最棒的织者 | 00:20:50,870 --> 00:20:54,900
[3.5] 昔涟 | 比预言还要准确哦 | 00:20:56,100 --> 00:20:58,000
[3.5] 昔涟 | 毕竟他已经亲眼见证过了对吧 | 00:20:58,000 --> 00:21:01,960
[3.5] 昔涟 | 海瑟因小姐把玉公让给我们了呢 | 00:21:01,960 --> 00:21:04,740
[3.5] 昔涟 | 还真是随性呀 | 00:21:04,740 --> 00:21:06,340
[3.5] 昔涟 | 是呀 | 00:21:06,340 --> 00:21:07,020
[3.5] 昔涟 | 不过她随时都有可能回来聊 | 00:21:08,180 --> 00:21:11,500
[3.5] 昔涟 | 重要的事还得留个心眼才行 | 00:21:11,500 --> 00:21:14,280
[3.5] 昔涟 | 所以抓紧机会汇报一下目前的进展吧 | 00:21:14,280 --> 00:21:18,470
[3.5] 昔涟 | 别让天外的各位久等了 | 00:21:18,470 --> 00:21:20,620
[3.5] 昔涟 | 黑塔阁下真是风风火火呢 | 00:21:20,620 --> 00:21:23,900
[3.5] 昔涟 | 那接下来我们就以阿格莱雅提到的宴会 | 00:21:23,900 --> 00:21:27,260
[3.5] 昔涟 | 为突破口吧 | 00:21:27,260 --> 00:21:28,500
[3.5] 昔涟 | 那时克里德拉的亲信应该都会在场 | 00:21:28,500 --> 00:21:31,980
[3.5] 昔涟 | 也是一个和他们拉近距离的好机会 | 00:21:31,980 --> 00:21:34,520
[3.5] 昔涟 | 那就这么定 | 00:21:34,520 --> 00:21:36,260
[3.5] 昔涟 | 凭我们的默契 | 00:21:36,260 --> 00:21:37,780
[3.5] 昔涟 | 无论发生什么都能顺利解决的 | 00:21:37,780 --> 00:21:40,200
[3.5] 昔涟 | 哎今天还真是漫长啊 | 00:21:40,200 --> 00:21:43,320
[3.5] 昔涟 | 差不多也到休息的时候了 | 00:21:43,320 --> 00:21:45,420
[3.5] 昔涟 | 嗯好好为宴会做准备吧 | 00:21:45,420 --> 00:21:48,610
[3.5] 昔涟 | 前面就是会场了 | 00:21:49,050 --> 00:21:50,470
[3.5] 昔涟 | 唉还有歌声呢 | 00:21:50,470 --> 00:21:52,890
[3.5] 昔涟 | 气氛真浪漫啊 | 00:21:52,890 --> 00:21:55,510
[3.5] 昔涟 | 每次这位英雄一登场 | 00:21:56,350 --> 00:21:58,490
[3.5] 昔涟 | 气氛就会瞬间冷下来呢 | 00:21:58,490 --> 00:22:00,670
[3.5] 昔涟 | 宴会不能自带酒水 | 00:22:00,670 --> 00:22:02,350
[3.5] 昔涟 | 可以理解 | 00:22:02,350 --> 00:22:03,639
[3.5] 昔涟 | 书本和羽毛笔也要没收吗 | 00:22:03,919 --> 00:22:07,019
[3.5] 昔涟 | 专人妥善 | 00:22:07,019 --> 00:22:10,359
[3.5] 昔涟 | 竟是些微妙的词呢 | 00:22:11,900 --> 00:22:13,800
[3.5] 昔涟 | 看来对方是冲着时刻忙来的呀 | 00:22:13,800 --> 00:22:16,660
[3.5] 昔涟 | 要怎么做 | 00:22:16,660 --> 00:22:18,000
[3.5] 昔涟 | 我的直觉吗 | 00:22:18,000 --> 00:22:20,390
[3.5] 昔涟 | 这里不妨将计就计 | 00:22:22,300 --> 00:22:24,180
[3.5] 昔涟 | 把十颗矛交给他保管吧 | 00:22:24,180 --> 00:22:26,740
[3.5] 昔涟 | 毕竟小凯撒对你那么关注 | 00:22:27,340 --> 00:22:29,640
[3.5] 昔涟 | 我们和天才的悄悄话多半已经传进他的耳朵了 | 00:22:29,640 --> 00:22:34,199
[3.5] 昔涟 | 人家都能猜到接下来的发展 | 00:22:34,559 --> 00:22:37,519
[3.5] 昔涟 | 但这反而会成为我们的捷径 | 00:22:39,060 --> 00:22:41,280
[3.5] 昔涟 | 对吧 | 00:22:41,280 --> 00:22:42,140
[3.5] 昔涟 | 好啦好啦 | 00:22:42,140 --> 00:22:43,240
[3.5] 昔涟 | 会配合你的 | 00:22:43,240 --> 00:22:44,440
[3.5] [杂讯] | 给 | 00:22:44,440 --> 00:22:45,469
[3.5] 昔涟 | 请替我们转告凯撒 | 00:22:46,269 --> 00:22:48,169
[3.5] 昔涟 | 无论何时何地 | 00:22:48,169 --> 00:22:49,849
[3.5] 昔涟 | 他都可以信任我的伙伴 | 00:22:49,849 --> 00:22:51,809
[3.5] 昔涟 | 明明是宴会的主角克吕德拉居不在吗 | 00:22:51,809 --> 00:22:56,970
[3.5] 昔涟 | 唉想和他说上几句话 | 00:22:57,340 --> 00:22:59,860
[3.5] 昔涟 | 真是困难重重呀 | 00:22:59,860 --> 00:23:02,060
[3.5] 昔涟 | 谢谢你的好意 | 00:23:02,300 --> 00:23:03,820
[3.5] 昔涟 | 不过我们更想知道凯撒什么时候回来 | 00:23:03,820 --> 00:23:07,860
[3.5] 昔涟 | 不过到处都是人群 | 00:23:07,860 --> 00:23:10,929
[3.5] 昔涟 | 即便凯撒来了 | 00:23:11,209 --> 00:23:12,869
[3.5] 昔涟 | 我们也找不着他 | 00:23:12,869 --> 00:23:14,969
[3.5] 昔涟 | 有了留意一下附近有没有被垫高的座位吧 | 00:23:16,090 --> 00:23:20,070
[3.5] 昔涟 | 没有只是想问问二位见过凯撒吗 | 00:23:20,470 --> 00:23:24,390
[3.5] 昔涟 | 这样啊 | 00:23:24,390 --> 00:23:25,490
[3.5] 昔涟 | 这不太好吧 | 00:23:25,490 --> 00:23:28,350
[3.5] 昔涟 | 况且我们也不认识将来的他呀 | 00:23:28,630 --> 00:23:31,870
[3.5] 昔涟 | 可如果就这么回答 | 00:23:32,270 --> 00:23:34,310
[3.5] 昔涟 | 他恐怕会更失落 | 00:23:34,310 --> 00:23:36,590
[3.5] 昔涟 | 好我明白了 | 00:23:36,590 --> 00:23:39,680
[3.5] 昔涟 | 虽然不能透露太多 | 00:23:40,900 --> 00:23:42,740
[3.5] 昔涟 | 但人家觉得不妨就以未来开篇吧 | 00:23:42,740 --> 00:23:46,020
[3.5] 昔涟 | 嗯比如我心怀憧憬 | 00:23:47,260 --> 00:23:51,109
[3.5] 昔涟 | 为自己写下明天的预言 | 00:23:51,109 --> 00:23:53,069
[3.5] 昔涟 | 静静守候 | 00:23:54,109 --> 00:23:55,420
[3.5] 昔涟 | 直到明天又一个明天之后 | 00:23:55,420 --> 00:23:57,860
[3.5] 昔涟 | 他兑现如约而至的诺言 | 00:23:57,860 --> 00:24:00,220
[3.5] 昔涟 | 类似这样不是即兴发挥啊 | 00:24:00,220 --> 00:24:03,320
[3.5] 昔涟 | 人家背过的就等着在你面前显摆一下 | 00:24:03,320 --> 00:24:07,360
[3.5] 昔涟 | 嘿对了 | 00:24:07,360 --> 00:24:09,550
[3.5] 昔涟 | 作为交换 | 00:24:09,550 --> 00:24:10,810
[3.5] 昔涟 | 不不会不会我们很享受 | 00:24:13,390 --> 00:24:16,550
[3.5] 昔涟 | 只是见凯撒迟迟未到 | 00:24:16,550 --> 00:24:19,190
[3.5] 昔涟 | 心里难免有些惴惴不安 | 00:24:20,190 --> 00:24:22,030
[3.5] 昔涟 | 这算自带酒水了吧 | 00:24:22,030 --> 00:24:24,560
[3.5] 昔涟 | 果然安检就是针对我们的 | 00:24:24,840 --> 00:24:27,800
[3.5] 昔涟 | 有些受宠若惊呢 | 00:24:28,920 --> 00:24:31,060
[3.5] 昔涟 | 总觉得海森音小姐想和我们谈些什么 | 00:24:31,060 --> 00:24:34,360
[3.5] 昔涟 | 先配合她吧 | 00:24:34,360 --> 00:24:35,720
[3.5] 昔涟 | 人人家还是自己来吧 | 00:24:35,720 --> 00:24:38,700
[3.5] 昔涟 | 呀这是凯撒的授意 | 00:24:41,070 --> 00:24:44,850
[3.5] 昔涟 | 可这么做不是自作主张吗 | 00:24:44,850 --> 00:24:48,130
[3.5] 昔涟 | 啊 | 00:24:48,130 --> 00:24:49,080
[3.5] 昔涟 | 海瑟因小姐能答应我一个请求吗 | 00:24:51,140 --> 00:24:55,070
[3.5] 昔涟 | 我的伙伴此行前来 | 00:24:55,070 --> 00:24:57,190
[3.5] 昔涟 | 正是为了阻止那个坏人的阴谋 | 00:24:57,190 --> 00:24:59,730
[3.5] 昔涟 | 我们的立场是一致的 | 00:24:59,730 --> 00:25:02,220
[3.5] 昔涟 | 但凯撒要做的选择 | 00:25:02,580 --> 00:25:05,340
[3.5] 昔涟 | 他从无界越之意 | 00:25:06,160 --> 00:25:07,940
[3.5] 昔涟 | 我们只想把知道的一切坦诚相告 | 00:25:07,940 --> 00:25:10,780
[3.5] 昔涟 | 毫无保留 | 00:25:10,780 --> 00:25:12,760
[3.5] 昔涟 | 我相信凯撒自会明辨是非 | 00:25:13,370 --> 00:25:16,770
[3.5] 昔涟 | 是紧张刺激的卧底环节太近了 | 00:25:16,770 --> 00:25:21,410
[3.5] 昔涟 | 会被发现的啦 | 00:25:21,410 --> 00:25:22,810
[3.5] 昔涟 | 这里混进人群中去吧 | 00:25:22,810 --> 00:25:26,219
[3.5] 昔涟 | 啊放松放松 | 00:25:26,219 --> 00:25:28,579
[3.5] 昔涟 | 表现的自然些 | 00:25:28,579 --> 00:25:30,019
[3.5] 昔涟 | 瞧这走向不太妙呀 | 00:25:31,179 --> 00:25:34,130
[3.5] 昔涟 | 咱们这位小凯撒好像对毁灭充满了兴趣呀 | 00:25:34,130 --> 00:25:39,450
[3.5] 昔涟 | 他往这边看了 | 00:25:39,450 --> 00:25:41,020
[3.5] 昔涟 | 快随便做点什么 | 00:25:41,020 --> 00:25:42,880
[3.5] 昔涟 | 假装看不见他们 | 00:25:42,880 --> 00:25:44,500
[3.5] 昔涟 | 等你做什么呢 | 00:25:44,500 --> 00:25:48,720
[3.5] 昔涟 | 被这么热烈的盯着 | 00:25:49,220 --> 00:25:51,120
[3.5] 昔涟 | 人家真的会害羞的 | 00:25:51,120 --> 00:25:52,860
[3.5] 昔涟 | 这是什么意思 | 00:25:53,980 --> 00:25:57,159
[3.5] 昔涟 | 不伙伴 | 00:25:57,159 --> 00:25:59,039
[3.5] 昔涟 | 相信我结晶已经连通了 | 00:26:00,160 --> 00:26:02,800
[3.5] 昔涟 | 现在运用你的身份再加入一点点经验和魅力 | 00:26:03,920 --> 00:26:08,780
[3.5] 昔涟 | 向凯撒证明吧 | 00:26:08,780 --> 00:26:10,740
[3.5] 昔涟 | 就像我们承诺的那样 | 00:26:10,740 --> 00:26:12,980
[3.5] 昔涟 | 对 | 00:26:12,980 --> 00:26:14,250
[3.5] 昔涟 | 恐怕小凯撒从未信任任何人 | 00:26:14,570 --> 00:26:17,310
[3.5] 昔涟 | 自始至终他只想看看究竟哪边能献上更多诚意 | 00:26:17,310 --> 00:26:22,030
[3.5] 昔涟 | 好啦好啦 | 00:26:22,030 --> 00:26:23,110
[3.5] 昔涟 | 会配合你的给 | 00:26:23,110 --> 00:26:25,280
[3.5] 昔涟 | 请替我们转告凯撒 | 00:26:26,120 --> 00:26:28,020
[3.5] 昔涟 | 无论何时何地 | 00:26:28,020 --> 00:26:29,740
[3.5] 昔涟 | 他都可以信任我的伙伴 | 00:26:29,740 --> 00:26:32,200
[3.5] 昔涟 | 但凯撒要做的选择 | 00:26:35,060 --> 00:26:37,820
